Node,Nid,Billing Reference,Child's Name,Billing Discount,Pre-Booked Session,Pre-Booked Duration (h),Pre-Booked Charged Duration,Pre-Booked FE,Pre-Booked Childcare Charge,Pre-Booked Away Discount,Pre-Booked Billing Discount,Pre-Booked TTO Surcharge,Pre-Booked Late Change Surcharge,Pre-Booked Services Charge,Pre-Booked Booking Charge,Booked Session,Booked Duration (h),Actual Attendance,Free Entitlement,Charged Duration,Childcare Charge,Unscheduled Charge,Away Discount,Billing Discount,TTO Surcharge,Late Change Surcharge,Services Charge,Booking Charge,Billing Adjustment,Childcare Setting
239563-243100,243100,BOBOC,"Boboc, Maya",0.00%,"Tuesday, 15 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 3:00pm,6,15/11/2022 - 9:13am to 12:47pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
220334-243117,243117,BRAMALL,"Bramall , Teddy ",0.00%,"Tuesday, 15 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 6:00pm,9,15/11/2022 - 9:00am to 6:00pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
193661-243128,243128,FIELD02,"Bridgman, Charlotte",0.00%,"Tuesday, 15 November 2022 - 10:00am to 3:30pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:00am to 4:00pm,7,01/01/2000 - 12:00am,7,0,0,0,0,0,0,0,0,0,-4.55,Norto5 KIDZ - West End Farm
231072-243300,243300,DORMER,"Dormer, Leo",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
225198-243308,243308,EAGER,"Eager, Eloise ",0.00%,"Tuesday, 15 November 2022 - 9:00am to 4:30pm",7.5,0,7.5,0,0,0,0,0,1.44,1.44,15/11/2022 - 9:00am to 4:30pm,7.5,15/11/2022 - 9:10am to 4:05pm,7.5,0,0,0,0,0,0,0,1.44,1.44,0,Norto5 KIDZ - West End Farm
182672-243327,243327,ELLIOTT01,"Elliott, Oscar",5.00%,"Tuesday, 15 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:00am to 3:00pm,6,15/11/2022 - 8:56am to 12:47pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
196461-243432,243432,ANDREWS02,"Ghochani-Andrews, Joey",5.00%,"Tuesday, 15 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 2:30pm,5.5,15/11/2022 - 9:11am to 2:06pm,5.5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
210826-243539,243539,HARRISON,"Harrison, Fletcher",0.00%,"Tuesday, 15 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 3:00pm,6,15/11/2022 - 9:07am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
220950-243583,243583,HUGGINS,"Huggins, Gracie-Marie",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 12:00pm,3,15/11/2022 - 9:00am to 12:00pm,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
231152-243629,243629,JAMES,"James, Khodi ",0.00%,"Wednesday, 16 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:00am to 2:00pm,5,15/11/2022 - 9:02am to 2:00pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
196952-243658,243658,LAWRENCE01,"John-Donegan, Marley",30.00%,"Tuesday, 15 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 6:00pm,9,15/11/2022 - 8:59am to 6:00pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
239423-243686,243686,KAPOOR,"Kapoor, Ayaansh",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,0,0,0,30,15/11/2022 - 9:00am to 12:00pm,3,15/11/2022 - 11:13am to 11:59am,0,3,30,0,0,0,0,0,0,30,0,Norto5 KIDZ - Lindfield Lodge
227952-243742,243742,LAWSON,"Lawson, Sophie",0.00%,"Tuesday, 15 November 2022 - 9:00am to 6:00pm",9,9,0,85,0,0,0,0,0,85,15/11/2022 - 9:00am to 6:00pm,9,01/01/2000 - 12:00am,0,9,85,0,0,0,0,0,0,85,0,Norto5 KIDZ - West End Farm
234414-243753,243753,MANTHORPE,"Manthorpe, Bobby",0.00%,"Tuesday, 15 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.75,4.75,15/11/2022 - 9:00am to 2:30pm,5.5,15/11/2022 - 9:20am to 2:06pm,5.5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Cuckfield
211085-243770,243770,MAURO-FOSSAT,"Mauro-Fossat, Kataleya",0.00%,"Tuesday, 15 November 2022 - 9:00am to 4:30pm",7.5,7.5,0,65.25,0,0,0,0,6.34,71.59,15/11/2022 - 9:00am to 4:30pm,7.5,15/11/2022 - 11:36am to 4:27pm,0,7.5,65.25,0,0,0,0,0,5.99,71.24,-0.35,KIDZ Academy - Cuckfield
174049-243817,243817,MULLER,"Muller Andrews, Edith",0.00%,"Tuesday, 15 November 2022 - 9:00am to 5:00pm",8,0,8,0,0,0,0,0,5.99,5.99,15/11/2022 - 9:00am to 5:00pm,8,15/11/2022 - 9:50am to 4:57pm,8,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - Lindfield Lodge
210767-243832,243832,NAMANYA,"Namanya, Eskame",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 3:30pm,6.5,15/11/2022 - 9:11am to 3:28pm,6,0.5,4.83,0,0,-0.26,0.34,0,4.55,9.46,9.46,KIDZ Academy - Lindfield
209103-243866,243866,PAGE,"Pedwell, Rosita",0.00%,"Tuesday, 15 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 2:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
234281-243924,243924,PROUDLOCK,"Proudlock, Elsie",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 12:00pm,3,15/11/2022 - 8:59am to 11:59am,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
242609-243988,243988,R_BOWERS,"Rutherford-Bowers, Elsie-Rae",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,15/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
162357-244007,244007,SEAR,"Sear, Harvey",5.00%,"Tuesday, 15 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:00am to 2:30pm,5.5,15/11/2022 - 8:56am to 2:29pm,5.5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
208635-244102,244102,SULLIVAN,"Sullivan, Luke",0.00%,"Wednesday, 16 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:00am to 5:00pm,8,15/11/2022 - 9:51am to 5:00pm,8,0,0,0,0,0,0,0,5.99,5.99,1.44,Norto5 KIDZ - Lindfield Lodge
234186-244247,244247,WELLING,"Welling, Chelsea",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
227494-244279,244279,WINTER,"Winter, Samuel",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,0,0,0,30,15/11/2022 - 9:00am to 12:00pm,3,15/11/2022 - 9:50am to 12:00pm,0,3,30,0,0,0,0,0,0,30,0,Norto5 KIDZ - Lindfield Lodge
242742-244322,244322,WORRALL,"Worrall, Alfred",0.00%,"Tuesday, 15 November 2022 - 9:00am to 1:00pm",4,4,0,34.8,0,0,2.44,0,4.55,41.79,15/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-41.79,KIDZ Academy - Lindfield
231340-244335,244335,WRAITH,"Wraith, Arthur ",0.00%,"Tuesday, 15 November 2022 - 9:00am to 4:00pm",7,7,0,70,0,0,0,0,2.25,72.25,15/11/2022 - 9:00am to 4:00pm,7,15/11/2022 - 9:07am to 3:59pm,0,7,70,0,0,0,0,0,2.25,72.25,0,KIDZ Academy - Cuckfield
244373-244386,244386,TURNER02,"Turner, Romey-Lynn",0.00%,"Tuesday, 15 November 2022 - 9:00am to 5:00pm",8,8,0,80,0,0,0,0,3.41,83.41,15/11/2022 - 9:00am to 5:00pm,8,15/11/2022 - 9:21am to 4:50pm,0,8,80,0,0,0,0,0,3.41,83.41,0,KIDZ Academy - Cuckfield
244374-244395,244395,TURNER02,"Turner, Charles",5.00%,"Tuesday, 15 November 2022 - 9:00am to 5:00pm",8,0,8,0,0,0,0,0,5.99,5.99,15/11/2022 - 9:00am to 5:00pm,8,15/11/2022 - 9:21am to 4:50pm,8,0,0,0,0,0,0,0,5.99,5.99,0,KIDZ Academy - Cuckfield
244361-244445,244445,TERRY,"Terry, Jude",0.00%,"Tuesday, 15 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,2.1,0,0,32.1,15/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-32.1,Norto5 KIDZ - Lindfield Lodge
244593-244608,244608,BRYANT,"Bryant, Miley Beau",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 2:00pm,5,15/11/2022 - 9:02am to 2:00pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242510-245091,245091,ABBONDANZA,"Abbondanza, Leonardo ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 3:00pm,6,15/11/2022 - 9:15am to 3:24pm,6,0,0,3.48,0,0,0.24,0,4.55,8.27,8.27,KIDZ Academy - Cuckfield
244814-248933,248933,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:00am to 1:00pm,4,15/11/2022 - 9:19am to 1:01pm,0,4,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
223165-243570,243570,HOWARD,"Howard, Ryan",5.00%,"Tuesday, 15 November 2022 - 9:30am to 12:00pm",2.5,0,2.5,0,0,0,0,0,0,0,15/11/2022 - 9:30am to 12:00pm,2.5,15/11/2022 - 9:33am to 11:58am,2.5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
228460-243614,243614,JACKMAN,"Jackman, Harper",0.00%,"Tuesday, 15 November 2022 - 9:30am to 11:30am",2,2,0,17.4,0,0,1.22,0,0,18.62,15/11/2022 - 9:30am to 11:30am,2,15/11/2022 - 9:38am to 11:30am,0,2,17.4,0,0,0,1.22,0,0,18.62,0,KIDZ Academy - Cuckfield
234418-243904,243904,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 9:30am to 2:30pm,5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
227958-244041,244041,SMITH07,"Smith, Darcie",5.00%,"Tuesday, 15 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,0,0,15/11/2022 - 9:30am to 2:30pm,5,15/11/2022 - 9:38am to 2:28pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
193866-244307,244307,WOODWARD,"Woodward, Thea",0.00%,"Tuesday, 15 November 2022 - 9:30am to 3:00pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,15/11/2022 - 9:30am to 3:00pm,5.5,15/11/2022 - 9:32am to 3:00pm,5.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
211487-243441,243441,GIBBS,"Gibbs, Jasmine",0.00%,"Tuesday, 15 November 2022 - 10:00am to 5:00pm",7,0,7,0,0,0,0,0,5.99,5.99,15/11/2022 - 10:00am to 5:00pm,7,15/11/2022 - 10:04am to 5:01pm,7,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
231540-242935,242935,ALI,"Ali, Jasmine",0.00%,"Tuesday, 15 November 2022 - 11:00am to 4:00pm",5,0,5,0,0,0,0,0,4.75,4.75,15/11/2022 - 11:00am to 4:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Lindfield
210535-243559,243559,HILL,"Hill, Jensen",0.00%,"Tuesday, 15 November 2022 - 8:30am to 4:00pm",7.5,5,2.5,43.5,0,0,0,0,0,43.5,15/11/2022 - 11:00am to 4:00pm,5,15/11/2022 - 11:00am to 4:00pm,2.5,2.5,21.75,0,0,0,0,0,0,21.75,-21.75,Norto5 KIDZ - West End Farm
231084-244799,244799,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 12:00pm to 6:00pm,6,15/11/2022 - 11:54am to 6:00pm,4,2,17.4,0,0,0,0,0,0,17.4,17.4,KIDZ Academy - Lindfield
231485-244196,244196,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,15/11/2022 - 1:00pm to 5:30pm,4.5,15/11/2022 - 1:05pm to 5:30pm,4.5,0,0,0,0,0,0,0,1.44,1.44,1.44,Norto5 KIDZ - Lindfield Lodge
213732-243234,243234,COVENEY,"Coveney, Marcie ",0.00%,"Tuesday, 15 November 2022 - 2:30pm to 5:30pm",3,3,0,30,0,0,0,0,1.16,31.16,15/11/2022 - 2:30pm to 5:30pm,3,15/11/2022 - 2:28pm to 5:19pm,0,3,30,0,0,0,0,0,1.16,31.16,0,KIDZ Academy - Cuckfield
152257-242946,242946,AMARAL,"Amaral, Sebastian",0.00%,"Wednesday, 16 November 2022 - 8:00am to 3:30pm",7.5,0,7.5,0,0,0,0,0,4.55,4.55,16/11/2022 - 8:00am to 3:30pm,7.5,16/11/2022 - 8:21am to 3:30pm,7.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - Lindfield Lodge
233489-242958,242958,ANGELL,"Angell, Mason",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:26am to 5:30pm,2.5,7.5,65.25,0,0,0,0,0,1.44,66.69,-4.55,Norto5 KIDZ - West End Farm
230394-243086,243086,BILLINGTON,"Billington, Elsa",0.00%,"Wednesday, 16 November 2022 - 8:00am to 12:00pm",4,4,0,38.6,0,0,0,0,0,38.6,16/11/2022 - 8:00am to 12:00pm,4,16/11/2022 - 8:14am to 12:02pm,2.5,1.5,14.48,0,0,0,0,0,0,14.48,-24.12,Norto5 KIDZ - West End Farm
209118-243140,243140,BROOMFIELD,"Broomfield, Naya",0.00%,"Wednesday, 16 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,62.73,0,0,0,0,4.55,67.28,16/11/2022 - 8:00am to 2:30pm,6.5,16/11/2022 - 8:00am to 2:30pm,0,6.5,62.73,0,0,0,0,0,4.55,67.28,0,Norto5 KIDZ - West End Farm
227490-243154,243154,BROOMFIELD,"Broomfield, Rowley",5.00%,"Wednesday, 16 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,65,0,-3.25,0,0,2.25,64,16/11/2022 - 8:00am to 2:30pm,6.5,16/11/2022 - 8:00am to 2:30pm,0,6.5,65,0,0,-3.25,0,0,2.25,64,0,Norto5 KIDZ - West End Farm
190488-243193,243193,COBBOLD,"Cobbold, Brody",0.00%,"Wednesday, 16 November 2022 - 7:30am to 1:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,16/11/2022 - 8:00am to 1:00pm,5,16/11/2022 - 8:11am to 1:00pm,0,5,48.25,0,0,0,0,0,4.55,52.8,-4.83,Norto5 KIDZ - Lindfield Lodge
233606-243241,243241,COX_L,"Cox, Leo",0.00%,"Wednesday, 16 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,0,5.95,0,3.41,94.36,16/11/2022 - 8:00am to 5:30pm,9.5,16/11/2022 - 8:18am to 5:10pm,0,9.5,85,0,0,0,5.95,0,3.41,94.36,0,KIDZ Academy - Cuckfield
187923-243250,243250,CRAIGD,"Craig-Davies, Lara ",5.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:18am to 5:18pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,KIDZ Academy - Cuckfield
164227-243273,243273,DAVIDSON01,"Davidson-Hewson, Eilidh ",5.00%,"Thursday, 17 November 2022 - 8:00am to 4:00pm",8,0,8,0,0,0,0,0,4.55,4.55,16/11/2022 - 8:00am to 5:30pm,9.5,16/11/2022 - 8:59am to 5:31pm,9.5,0,0,0,0,0,0,0,5.99,5.99,1.44,Norto5 KIDZ - Lindfield Lodge
238049-243291,243291,DICKIE,"Dickie, Iris ",0.00%,"Wednesday, 16 November 2022 - 8:00am to 3:00pm",7,7,0,60.9,0,0,4.26,0,4.55,69.71,16/11/2022 - 8:00am to 3:00pm,7,16/11/2022 - 8:14am to 3:02pm,0,7,60.9,0,0,0,4.26,0,4.55,69.71,0,Norto5 KIDZ - West End Farm
225483-243341,243341,ESMAILI,"Esmaili, Elodie",5.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:14am to 5:30pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
208216-243364,243364,FIGG,"Figg, Henry",0.00%,"Wednesday, 16 November 2022 - 8:00am to 12:00pm",4,0,4,0,0,0,0,0,0,0,16/11/2022 - 8:00am to 12:00pm,4,16/11/2022 - 8:18am to 12:00pm,4,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
234429-243500,243500,GREENER_JONES,"Greener-Jones , Isla ",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,16/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
182193-243677,243677,KANE,"Kane, Dylan",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:19am to 5:32pm,9.5,0.5,4.35,0,0,0,0,0,5.99,10.34,-60.9,KIDZ Academy - Cuckfield
241847-243716,243716,KEMPTHORNE,"Kempthorne, Joey",0.00%,"Wednesday, 16 November 2022 - 8:00am to 1:00pm",5,0,5,0,0,0,0,0,0,0,16/11/2022 - 8:00am to 1:00pm,5,16/11/2022 - 8:19am to 1:00pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
238242-243727,243727,KENNER,"Kenner, Hugh",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:21am to 5:30pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
238068-243798,243798,MOORE_SAUNDERS,"Moore, Jax",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,0,0,0,0,0,0,0,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:00am to 2:52pm,0,10,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
239865-243875,243875,PERRY,"Perry, Alesha",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,4.57,0,1.44,71.26,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:23am to 3:41pm,4,6,52.2,0,0,0,3.65,0,5.99,61.84,-9.42,KIDZ Academy - Lindfield
154848-244117,244117,TAYLOR02,"Taylor, Maggie",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,74,0,0,0,0,5.99,79.99,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:59am to 5:31pm,0,10,74,0,0,0,0,0,5.99,79.99,0,Norto5 KIDZ - Lindfield Lodge
223656-244129,244129,TOONE,"Toone, Jacob ",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,5.95,0,3.41,94.36,16/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-94.36,Norto5 KIDZ - West End Farm
171629-244156,244156,UNDERDOWN,"Underdown, Piper",5.00%,"Wednesday, 16 November 2022 - 8:00am to 4:00pm",8,8,0,77.2,0,0,0,0,4.55,81.75,16/11/2022 - 8:00am to 4:00pm,8,16/11/2022 - 8:22am to 4:00pm,0,8,77.2,0,0,-3.86,0,0,4.55,77.89,-3.86,Norto5 KIDZ - Lindfield Lodge
208663-244181,244181,WALKER,"Walker, Charlotte",5.00%,"Wednesday, 16 November 2022 - 8:00am to 4:30pm",8.5,8.5,0,81,0,-4.05,0,0,5.99,82.94,16/11/2022 - 8:00am to 1:30pm,5.5,16/11/2022 - 8:34am to 1:29pm,0,5.5,53.08,0,0,-2.65,0,0,4.55,54.98,-27.96,KIDZ Academy - Cuckfield
231197-244217,244217,WATERS,"Waters, Amber",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,0,4.35,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 9:47am to 5:19pm,9.5,0.5,4.35,0,0,0,0,0,0,4.35,0,Norto5 KIDZ - West End Farm
129152-244269,244269,WILLIS,"Willis, Harrison",0.00%,"Wednesday, 16 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,5.99,10.34,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:59am to 5:46pm,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,60.9,Norto5 KIDZ - Lindfield Lodge
179983-244300,244300,WOOD,"Wood, Olivia",0.00%,"Wednesday, 16 November 2022 - 8:00am to 1:30pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,16/11/2022 - 8:00am to 1:30pm,5.5,16/11/2022 - 8:11am to 1:30pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - Lindfield Lodge
238802-244599,244599,ATKINSON,"Atkinson, Ted",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,16/11/2022 - 8:00am to 6:00pm,10,16/11/2022 - 8:59am to 1:41pm,0,10,85,0,0,0,0,0,3.41,88.41,88.41,Norto5 KIDZ - Lindfield Lodge
244814-248945,248945,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,16/11/2022 - 8:00am to 1:00pm,5,16/11/2022 - 8:08am to 3:55pm,0,5,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
235925-243065,243065,BERENDE,"Berende, Darius",5.00%,"Wednesday, 16 November 2022 - 8:30am to 2:30pm",6,0,6,0,0,0,0,0,0,0,16/11/2022 - 8:30am to 2:30pm,6,16/11/2022 - 8:29am to 2:29pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231034-243201,243201,COOPER,"Cooper, Ben",0.00%,"Wednesday, 16 November 2022 - 8:30am to 3:30pm",7,0,7,0,0,0,0,0,4.55,4.55,16/11/2022 - 8:30am to 3:30pm,7,16/11/2022 - 8:59am to 3:30pm,7,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
213732-243235,243235,COVENEY,"Coveney, Marcie ",0.00%,"Wednesday, 16 November 2022 - 8:30am to 5:00pm",8.5,8.5,0,85,0,0,0,0,3.41,88.41,16/11/2022 - 8:30am to 5:00pm,8.5,16/11/2022 - 8:41am to 5:00pm,0,8.5,85,0,0,0,0,0,3.41,88.41,0,KIDZ Academy - Cuckfield
196730-243374,243374,WOODROFFE,"Frost, Ella",0.00%,"Wednesday, 16 November 2022 - 8:30am to 5:30pm",9,4.5,4.5,39.15,0,0,0,0,5.99,45.14,16/11/2022 - 8:30am to 5:30pm,9,16/11/2022 - 8:18am to 5:10pm,4.5,4.5,39.15,1.6,0,0,0,0,5.99,46.74,1.6,KIDZ Academy - Cuckfield
223170-243382,243382,WOODROFFE,"Frost, Jude",5.00%,"Wednesday, 16 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,16/11/2022 - 8:30am to 5:30pm,9,16/11/2022 - 8:18am to 5:10pm,0,9,81,1.77,0,-4.14,0,0,5.99,84.62,1.68,KIDZ Academy - Cuckfield
177412-243466,243466,GOERING,"Goering, Minnie",0.00%,"Wednesday, 16 November 2022 - 8:30am to 3:00pm",6.5,0,6.5,0,0,0,0,0,4.55,4.55,16/11/2022 - 8:30am to 3:00pm,6.5,16/11/2022 - 8:35am to 3:02pm,6.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
238174-243856,243856,OSBORNE,"Osborne, Lewis",0.00%,"Wednesday, 16 November 2022 - 8:30am to 1:30pm",5,0,5,0,0,0,0,0,4.55,4.55,16/11/2022 - 8:30am to 1:30pm,5,16/11/2022 - 8:30am to 1:00pm,5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
233268-243960,243960,REEVE,"Reeve, Oscar",5.00%,"Wednesday, 16 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,16/11/2022 - 8:30am to 5:30pm,9,16/11/2022 - 9:40am to 5:19pm,0,9,81,0,0,-4.05,0,0,5.99,82.94,0,Norto5 KIDZ - West End Farm
242543-244025,244025,SIMMONS,"Simmons, Aurora",0.00%,"Wednesday, 16 November 2022 - 8:00am to 1:00pm",5,5,0,50,0,0,3.5,0,2.25,55.75,16/11/2022 - 8:30am to 2:00pm,5.5,16/11/2022 - 8:15am to 1:53pm,0,5.5,55,2.33,0,0,0,5.73,2.25,65.31,9.56,KIDZ Academy - Lindfield
200065-244067,244067,SPRATT,"Spratt, Chloe",5.00%,"Wednesday, 16 November 2022 - 8:30am to 3:30pm",7,7,0,67.55,0,-3.38,0,0,4.55,68.72,16/11/2022 - 8:30am to 3:30pm,7,16/11/2022 - 8:34am to 3:30pm,0,7,67.55,0,0,-3.38,0,0,4.55,68.72,0,Norto5 KIDZ - Lindfield Lodge
